id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-15003,2021-05-26,000001,Vente,127800,797,,RTE DE GAP,0061,05400,05179,Veynes,05,,,05179000AS0215,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.829648,44.536538
2021-15004,2021-05-21,000001,Vente,170000,5762,,CHE DE L AMANDIER,0010,05240,05161,La Salle-les-Alpes,05,,,05161000AB0037,,,22,,41,,60,28.97,,,,,3,2,Appartement,29,2,,,,,,6.554519,44.952529
2021-15005,2021-05-10,000001,Vente,160000,5173,,CHAPAISSE,B013,05150,05086,Montjay,05,,,050860000G0628,,,,,,,,,,,,,0,1,Maison,144,3,L,landes,,,9224,5.595565,44.35046
2021-15005,2021-05-10,000001,Vente,160000,5173,,CHAPAISSE,B013,05150,05086,Montjay,05,,,050860000G0628,,,,,,,,,,,,,0,1,Maison,144,3,S,sols,,,500,5.595565,44.35046
2021-15006,2021-05-19,000001,Vente,40000,2,,RUE DES JARDINS,0131,05300,05070,Laragne-Montéglin,05,,,05070000AA0472,,,,,,,,,,,,,0,1,Maison,65,4,S,sols,,,40,5.822872,44.313013
2021-15007,2021-05-04,000001,Vente,267000,40,,AV RENE FROGER,0700,05100,05023,Briançon,05,,,05023000AL0499,,,48,15.9,,,,,,,,,1,3,Dépendance,,0,,,,,,6.631957,44.898707
2021-15007,2021-05-04,000001,Vente,267000,40,,AV RENE FROGER,0700,05100,05023,Briançon,05,,,05023000AL0499,,,60,,77,73.95,,,,,,,2,2,Appartement,74,3,,,,,,6.631957,44.898707
2021-15008,2021-05-20,000001,Vente,150500,58,,AV JEAN JAURES,1210,05000,05061,Gap,05,,,05061000CI0148,,,60,71.77,61,,,,,,,,2,2,Appartement,72,3,,,,,,6.068148,44.550677
2021-15008,2021-05-20,000001,Vente,150500,58,,AV JEAN JAURES,1210,05000,05061,Gap,05,,,05061000CI0148,,,293,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.068148,44.550677
2021-15009,2021-05-20,000001,Vente,124750,8,,AV DU GEN BARBOT,0361,05100,05023,Briançon,05,,,05023000AM0163,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.632754,44.901254
2021-15009,2021-05-20,000001,Vente,124750,9002,,AV DU GEN BARBOT,0361,05100,05023,Briançon,05,,,05023000AM0164,,,18,,37,,,,,,,,2,2,Appartement,48,3,,,,,,6.632712,44.901481
2021-15010,2021-05-18,000001,Vente,125000,4,B,CRS EMILE ZOLA,0820,05000,05061,Gap,05,,,05061000CL0436,,,1,,15,,,,,,,,2,2,Appartement,73,3,,,,,,6.074176,44.55362
2021-15011,2021-05-04,000001,Vente,195000,5006,,LA PETITE GRANGE,B115,05400,05087,Montmaur,05,,,05087000ZR0055,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,1140,5.873529,44.563408
2021-15011,2021-05-04,000001,Vente,195000,5006,,LA PETITE GRANGE,B115,05400,05087,Montmaur,05,,,05087000ZR0055,,,,,,,,,,,,,0,1,Maison,80,3,T,terres,,,3590,5.873529,44.563408
2021-15011,2021-05-04,000001,Vente,195000,5006,,LA PETITE GRANGE,B115,05400,05087,Montmaur,05,,,05087000ZR0055,,,,,,,,,,,,,0,1,Maison,60,3,T,terres,,,3590,5.873529,44.563408
2021-15011,2021-05-04,000001,Vente,195000,5006,,LA PETITE GRANGE,B115,05400,05087,Montmaur,05,,,05087000ZR0055,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,1140,5.873529,44.563408
2021-15012,2021-04-29,000001,Vente,115368.26,1,,RUE DE PERDIGUIER,0160,05160,05164,Savines-le-Lac,05,,,05164000AD0009,,,54,35.38,73,,,,,,,,2,2,Appartement,37,2,,,,,,6.39895,44.525013
2021-15013,2021-05-19,000001,Vente,154000,31,,AV DE PROVENCE,0670,05100,05023,Briançon,05,,,05023000AK0216,,,33,,7,64.48,,,,,,,2,2,Appartement,65,3,,,,,,6.630845,44.900287
2021-15014,2021-05-19,000001,Vente,303000,5264,,LES MIANDETTES,B079,05100,05085,Montgenèvre,05,,,05085000AE0104,,,22,80.26,,,,,,,,,1,2,Appartement,85,4,,,,,,6.740963,44.937907
2021-15015,2021-05-28,000001,Vente,115000,5124,,LES ANDRIEUX,B001,05800,05064,La Chapelle-en-Valgaudémar,05,,,050640000B1308,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,119,6.165059,44.820888
2021-15015,2021-05-28,000001,Vente,115000,,,LA PRAIRIE,B080,05800,05064,La Chapelle-en-Valgaudémar,05,,,050640000B1310,,,,,,,,,,,,,0,,,,,T,terres,,,214,6.164903,44.821122
2021-15016,2021-05-26,000001,Vente,138000,3,,RUE DES CELLIERS,0030,05190,05127,Rousset,05,,,05127000AD0214,,,3,,,,,,,,,,1,,,,,S,sols,,,197,6.233504,44.466501
2021-15016,2021-05-26,000001,Vente,138000,3,,RUE DES CELLIERS,0030,05190,05127,Rousset,05,,,05127000AD0214,,,11,,6,80.16,,,,,,,2,2,Appartement,80,5,,,,,,6.233504,44.466501
2021-15017,2021-04-29,000001,Vente,210000,174,,LE LAUZET,B271,05220,05079,Le Monêtier-les-Bains,05,,,050790000B1208,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.461545,45.015499
2021-15017,2021-04-29,000001,Vente,210000,174,,LE LAUZET,B271,05220,05079,Le Monêtier-les-Bains,05,,,050790000B1208,,,1,96.6,,,,,,,,,1,2,Appartement,90,4,,,,,,6.461545,45.015499
2021-15018,2021-05-07,000001,Vente,402000,5989,,LA QUEYRA,B101,05100,05085,Montgenèvre,05,,,050850000B0848,,,6,61.12,,,,,,,,,1,2,Appartement,70,4,,,,,,6.729057,44.935353
2021-15018,2021-05-07,000001,Vente,402000,5989,,LA QUEYRA,B101,05100,05085,Montgenèvre,05,,,050850000B0848,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.729057,44.935353
2021-15019,2021-05-12,000001,Vente,2000,,,PRA REBOUL,B114,05310,05122,La Roche-de-Rame,05,,,051220000E0451,,,,,,,,,,,,,0,,,,,L,landes,,,37,6.592506,44.722441
2021-15020,2021-05-07,000001,Vente,23000,5360,,ESP DESPIERRE,0032,05560,05177,Vars,05,,,05177000AA0176,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.680761,44.57251
2021-15021,2021-05-25,000001,Vente,102980,5388,F,SAINTE MARGUERITE,B261,05120,05151,Saint-Martin-de-Queyrières,05,,,051510000D3495,,,2,74.2,,,,,,,,,1,2,Appartement,84,3,,,,,,6.574605,44.806374
2021-15022,2021-05-25,000001,Vente,97420,5388,F,SAINTE MARGUERITE,B261,05120,05151,Saint-Martin-de-Queyrières,05,,,051510000D3495,,,3,48.68,,,,,,,,,1,2,Appartement,67,3,,,,,,6.574605,44.806374
2021-15023,2021-05-10,000001,Vente,1000,,,L ISCLE,B041,05260,05032,Champoléon,05,,,050320000A0052,,,,,,,,,,,,,0,,,,,T,terres,,,908,6.257234,44.717622
2021-15023,2021-05-10,000001,Vente,1000,,,L ISCLE,B041,05260,05032,Champoléon,05,,,050320000A0053,,,,,,,,,,,,,0,,,,,T,terres,,,1624,6.256862,44.718108
2021-15024,2021-05-21,000001,Vente,,5395,,SUPER DEVOLUY,B230,05250,05139,Dévoluy,05,,,05139000AA0045,,,53,30.74,,,,,,,,,1,2,Appartement,31,2,,,,,,5.92937,44.675805
2021-15025,2021-05-27,000001,Vente,75500,5122,,ROAILLES,B040,05500,05090,La Motte-en-Champsaur,05,,,050900000B0520,,,4,41.3,,,,,,,,,1,2,Appartement,40,3,,,,,,6.06237,44.72794
2021-15026,2021-05-12,000001,Vente en l'état futur d'achèvement,206700,5000,,CHE DU VIADUC,2275,05000,05061,Gap,05,,,05061000BV1572,,,22,62.75,,,,,,,,,1,2,Appartement,62,3,,,,,,6.045159,44.54111
2021-15026,2021-05-12,000001,Vente en l'état futur d'achèvement,206700,5000,,CHE DU VIADUC,2275,05000,05061,Gap,05,,,05061000BV1572,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.045159,44.54111
2021-15027,2021-05-14,000001,Vente,5000,,,LES JARDINS,B022,05130,05170,Tallard,05,,,051700000A0386,,,,,,,,,,,,,0,,,,,J,jardins,,,248,6.057801,44.463786
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,S,sols,,,2000,5.722246,44.487322
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,T,terres,,,8466,5.722246,44.487322
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,L,landes,,,1774,5.722246,44.487322
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,T,terres,,,8466,5.722246,44.487322
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,S,sols,,,2000,5.722246,44.487322
2021-15028,2021-05-31,000001,Vente,347500,178,,CHE DES PRIOURETS,1300,05140,05008,Aspremont,05,,,05008000ZM0034,,,,,,,,,,,,,0,2,Appartement,60,3,L,landes,,,1774,5.722246,44.487322
2021-15029,2021-05-07,000001,Vente,43400,5383,,COTE DU LAUX,B094,05400,05123,La Roche-des-Arnauds,05,,,051230000D0576,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,2184,5.971205,44.551448
2021-15030,2021-05-19,000001,Vente,94000,5446,,CLOT DES LEOTHAUDS,B022,05290,05110,Puy-Saint-Vincent,05,,,051100000F2677,,,210,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,16,0,,,,,,6.481456,44.816374
2021-15030,2021-05-19,000001,Vente,94000,5446,,CLOT DES LEOTHAUDS,B022,05290,05110,Puy-Saint-Vincent,05,,,051100000F2677,,,161,,243,39.32,,,,,,,2,4,Local industriel. commercial ou assimilé,39,0,,,,,,6.481456,44.816374
2021-15031,2021-05-18,000001,Vente,344600,45,,AV DE PROVENCE,0670,05100,05023,Briançon,05,,,05023000AK0439,,,,,,,,,,,,,0,,,,,T,terres,,,14,6.630758,44.902116
2021-15031,2021-05-18,000001,Vente,344600,51,,AV DE PROVENCE,0670,05100,05023,Briançon,05,,,05023000AK0440,,,,,,,,,,,,,0,1,Maison,160,4,S,sols,,,125,6.630689,44.90225
2021-15031,2021-05-18,000001,Vente,344600,51,,AV DE PROVENCE,0670,05100,05023,Briançon,05,,,05023000AK0440,,,,,,,,,,,,,0,1,Maison,160,4,T,terres,,,394,6.630689,44.90225
2021-15031,2021-05-18,000001,Vente,344600,,,AV DE PROVENCE,0670,05100,05023,Briançon,05,,,05023000AK0445,,,,,,,,,,,,,0,,,,,S,sols,,,69,6.630535,44.902195
2021-15032,2021-05-12,000001,Vente,262000,5705,,SOUS LA VILLE,B247,05240,05161,La Salle-les-Alpes,05,,,05161000AM0662,,,77,,95,51.09,,,,,,,2,2,Appartement,51,4,,,,,,6.55649,44.944458
2021-15032,2021-05-12,000001,Vente,262000,5705,,SOUS LA VILLE,B247,05240,05161,La Salle-les-Alpes,05,,,05161000AM0662,,,77,,95,51.09,,,,,,,2,3,Dépendance,,0,,,,,,6.55649,44.944458
2021-15033,2021-05-20,000001,Vente,61000,6374,,RAVEL,B069,05300,05070,Laragne-Montéglin,05,,,05070000AI0008,,,554,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.832662,44.316811
2021-15033,2021-05-20,000001,Vente,61000,6374,,RAVEL,B069,05300,05070,Laragne-Montéglin,05,,,05070000AI0008,,,502,38.51,,,,,,,,,1,2,Appartement,38,2,,,,,,5.832662,44.316811
2021-15034,2021-05-31,000001,Vente,102000,5256,B,LES ESCOUNDUS,B056,05560,05177,Vars,05,,,05177000AB0105,,,56,,,,,,,,,,1,2,Appartement,26,1,,,,,,6.680674,44.569472
2021-15035,2021-02-02,000001,Vente,37700,5186,,PRE LONGIS,B113,05200,05098,Les Orres,05,,,05098000AA0061,,,140,,219,16.86,,,,,,,2,2,Appartement,16,1,,,,,,6.55542,44.493094
2021-15036,2021-05-18,000001,Vente,175150,5408,,LA COUCHE,B125,05230,05040,Chorges,05,,,05040000AE0298,,,42001,32.45,42002,,42003,,42004,,,,4,1,Maison,27,2,,,,,,6.32505,44.525505
2021-15037,2021-05-25,000001,Vente,11500,9005,,RUE VILLARS,2310,05000,05061,Gap,05,,,05061000CT0308,,,8,12,,,,,,,,,1,3,Dépendance,,0,,,,,,6.080563,44.557358
2021-15038,2021-05-26,000001,Vente,87000,7,B,RUE DES ARCS,0011,05130,05170,Tallard,05,,,051700000A0865,,,,,,,,,,,,,0,1,Maison,45,2,S,sols,,,67,6.056136,44.462127
2021-15039,2021-05-18,000001,Vente,48800,5141,,LE BOIS D AUROUZE,B014,05250,05139,Dévoluy,05,,,05139000AA0012,,,1211,23.88,,,,,,,,,1,2,Appartement,25,1,,,,,,5.927205,44.676762
2021-15040,2021-05-25,000001,Vente,212900,21,,ART ANC RTE DE VEYNES,0068,05000,05061,Gap,05,,,05061000DK0198,,,66,13.57,,,,,,,,,1,3,Dépendance,,0,,,,,,6.061482,44.55694
2021-15040,2021-05-25,000001,Vente,212900,21,,ART ANC RTE DE VEYNES,0068,05000,05061,Gap,05,,,05061000DK0198,,,109,,133,70.29,,,,,,,2,2,Appartement,70,3,,,,,,6.061482,44.55694
2021-15040,2021-05-25,000001,Vente,212900,21,,ART ANC RTE DE VEYNES,0068,05000,05061,Gap,05,,,05061000DK0198,,,109,,133,70.29,,,,,,,2,3,Dépendance,,0,,,,,,6.061482,44.55694
2021-15041,2021-05-27,000001,Vente,250000,4033,,RTE DE CHAUDEFEUILLE,0521,05000,05061,Gap,05,,,05061000BW0930,,,,,,,,,,,,,0,1,Maison,91,13,S,sols,,,240,6.051069,44.544032
2021-15042,2021-05-25,000001,Vente,61000,20,,RUE DU TUFF,0955,05220,05079,Le Monêtier-les-Bains,05,,,05079000AB0150,,,8,13.26,,,,,,,,,1,2,Appartement,17,1,,,,,,6.507565,44.974892
2021-15042,2021-05-25,000001,Vente,61000,20,,RUE DU TUFF,0955,05220,05079,Le Monêtier-les-Bains,05,,,05079000AB0150,,,8,13.26,,,,,,,,,1,3,Dépendance,,0,,,,,,6.507565,44.974892
2021-15043,2021-05-28,000001,Vente,370000,5,,CHE DES CHAMPS,0443,05000,05061,Gap,05,,,05061000BO0071,,,,,,,,,,,,,0,1,Maison,125,4,S,sols,,,835,6.059804,44.512392
2021-15043,2021-05-28,000001,Vente,370000,,,LES TERRASSES,B185,05000,05061,Gap,05,,,05061000BO0072,,,,,,,,,,,,,0,,,,,S,sols,,,417,6.060009,44.512382
2021-15043,2021-05-28,000001,Vente,370000,,,LES TERRASSES,B185,05000,05061,Gap,05,,,05061000BO0391,,,,,,,,,,,,,0,,,,,T,terres,,,775,6.059861,44.51213
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,2,Appartement,89,4,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,2,Appartement,28,1,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,4,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0153,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,724,6.078105,44.553186
2021-15044,2021-05-28,000001,Vente,255900,,,RTE DE STE MARGUERITE,1981,05000,05061,Gap,05,,,05061000CL0349,,,,,,,,,,,,,0,,,,,T,terres,,,117,6.077881,44.553293
2021-15045,2021-06-02,000001,Vente,246895,5454,,DEVANT L ENVERS,B095,05240,05161,La Salle-les-Alpes,05,,,05161000AK0213,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.564319,44.94389
2021-15045,2021-06-02,000001,Vente,246895,5454,,DEVANT L ENVERS,B095,05240,05161,La Salle-les-Alpes,05,,,05161000AK0213,,,37,,56,48.58,,,,,,,2,2,Appartement,58,2,,,,,,6.564319,44.94389
2021-15046,2021-05-11,000001,Vente en l'état futur d'achèvement,130989.6,,,,,,05177,Vars,05,,,051770000E1140,,,277,,,,,,,,,,1,,,,,,,,,,6.685059,44.573625
2021-15046,2021-05-11,000001,Vente en l'état futur d'achèvement,130989.6,,,,,,05177,Vars,05,,,051770000E1140,,,375,27.17,,,,,,,,,1,,,,,,,,,,6.685059,44.573625
2021-15046,2021-05-11,000001,Vente en l'état futur d'achèvement,130989.6,,,,,,05177,Vars,05,,,051770000E1140,,,243,209.18,,,,,,,,,1,,,,,,,,,,6.685059,44.573625
2021-15046,2021-05-11,000001,Vente en l'état futur d'achèvement,130989.6,,,,,,05177,Vars,05,,,051770000E1140,,,106,,,,,,,,,,1,,,,,,,,,,6.685059,44.573625
2021-15047,2021-05-10,000001,Vente,40000,28,,RUE MARCEL PAGNOL,0108,05400,05179,Veynes,05,,,05179000AK0212,,,,,,,,,,,,,0,1,Maison,53,2,S,sols,,,21,5.800429,44.529196
2021-15047,2021-05-10,000001,Vente,40000,28,,RUE MARCEL PAGNOL,0108,05400,05179,Veynes,05,,,05179000AK0212,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,21,5.800429,44.529196
2021-15047,2021-05-10,000001,Vente,40000,30,,RUE MARCEL PAGNOL,0108,05400,05179,Veynes,05,,,05179000AK0213,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.800435,44.529159
2021-15048,2021-05-26,000001,Vente,60000,5010,,CHAMP LA COUR,B004,05150,05169,Sorbiers,05,,,051690000A0019,,,18,38.52,,,,,,,,,1,2,Appartement,83,3,,,,,,5.562345,44.37408
2021-15048,2021-05-26,000001,Vente,60000,5010,,LE VILLAGE,B035,05150,05169,Sorbiers,05,,,051690000A0019,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.562345,44.37408
2021-15049,2021-05-12,000001,Vente,78000,5209,,LA JOUE DU LOUP,B322,05250,05139,Dévoluy,05,,,05139002AA0055,,,33,34.34,,,,,,,,,1,4,Local industriel. commercial ou assimilé,34,0,,,,,,5.894162,44.688883
2021-15050,2021-06-08,000001,Vente,285000,5111,,SERRE RICHARD,B054,05500,05148,Saint-Laurent-du-Cros,05,,,051480000B0164,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,2295,6.12123,44.641043
2021-15050,2021-06-08,000001,Vente,285000,5111,,SERRE RICHARD,B054,05500,05148,Saint-Laurent-du-Cros,05,,,051480000B0164,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2295,6.12123,44.641043
2021-15050,2021-06-08,000001,Vente,285000,,,SERE SERE,B048,05500,05148,Saint-Laurent-du-Cros,05,,,051480000B0450,,,,,,,,,,,,,0,,,,,T,terres,,,5335,6.121325,44.641557
2021-15050,2021-06-08,000001,Vente,285000,,,CHAMP EGAL,B008,05500,05148,Saint-Laurent-du-Cros,05,,,05148000ZK0171,,,,,,,,,,,,,0,,,,,T,terres,,,70,6.119613,44.648693
2021-15051,2021-05-26,000001,Vente,328209,5672,,COTE CHABAUDE,B049,05600,05119,Risoul,05,,,051190000B1447,,,,,,,,,,,,,0,1,Maison,106,5,S,sols,,,877,6.627465,44.649957
2021-15052,2021-05-25,000001,Vente,63500,5220,,LA JOUE DU LOUP,B322,05250,05139,Dévoluy,05,,,05139002AA0202,,,24,29.02,,,,,,,,,1,4,Local industriel. commercial ou assimilé,33,0,,,,,,5.891729,44.689075
2021-15052,2021-05-25,000001,Vente,63500,5220,,LA JOUE DU LOUP,B322,05250,05139,Dévoluy,05,,,05139002AA0202,,,77,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,5.891729,44.689075
2021-15053,2021-05-28,000001,Vente,600000,5065,,AU SABLON,B112,05100,05085,Montgenèvre,05,,,050850000A0741,,,,,,,,,,,,,0,1,Maison,100,6,S,sols,,,430,6.716351,44.930119
2021-15053,2021-05-28,000001,Vente,600000,5065,,AU SABLON,B112,05100,05085,Montgenèvre,05,,,050850000A0741,,,,,,,,,,,,,0,1,Maison,100,6,P,prés,,,1020,6.716351,44.930119
2021-15054,2021-05-31,000001,Vente,6000,1,B,SQ DE NARWIK,0590,05100,05023,Briançon,05,,,05023000AL0038,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.632506,44.898914
2021-15055,2021-05-26,000001,Vente,314675,24,,RUE DE VILLEBOIS,2316,05000,05061,Gap,05,,,05061000AL0020,,,,,,,,,,,,,0,1,Maison,84,4,S,sols,,,694,6.08825,44.571295
2021-15056,2021-05-27,000001,Vente,121313,60,,RUE DE PROVENCE,0280,05110,05162,La Saulce,05,,,05162000AA0103,,,3,,6,,,,,,,,2,3,Dépendance,,0,,,,,,6.008173,44.425628
2021-15056,2021-05-27,000001,Vente,121313,60,,RUE DE PROVENCE,0280,05110,05162,La Saulce,05,,,05162000AA0103,,,3,,6,,,,,,,,2,2,Appartement,73,4,,,,,,6.008173,44.425628
2021-15057,2021-05-14,000001,Vente,69000,15,,RUE LESDIGUIERES,0089,05500,05132,Saint-Bonnet-en-Champsaur,05,,,051320000D1569,,,13,42.17,,,,,,,,,1,2,Appartement,38,2,,,,,,6.073912,44.682858
2021-15057,2021-05-14,000001,Vente,69000,15,,RUE LESDIGUIERES,0089,05500,05132,Saint-Bonnet-en-Champsaur,05,,,051320000D1569,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.073912,44.682858
2021-15058,2021-06-10,000001,Vente,119500,5997,,LA PRAYA,B098,05100,05085,Montgenèvre,05,,,050850000B0830,,,92,38.53,,,,,,,,,1,4,Local industriel. commercial ou assimilé,49,0,,,,,,6.729999,44.934469
2021-15059,2021-04-08,000001,Vente,1,5395,,SUPER DEVOLUY,B230,05250,05139,Dévoluy,05,,,05139000AA0045,,,6,31,,,,,,,,,1,4,Local industriel. commercial ou assimilé,36,0,,,,,,5.92937,44.675805
2021-15060,2021-05-21,000001,Vente,119000,5518,,LES AYES,B006,05100,05183,Villar-Saint-Pancrace,05,,,051830000C0044,,,,,,,,,,,,,0,1,Maison,36,1,S,sols,,,42,6.660182,44.84212
2021-15061,2021-05-29,000001,Vente,283900,5042,,LES ALBERTS,B002,05100,05085,Montgenèvre,05,,,050850000F0603,,,1,177.22,,,,,,,,,1,3,Dépendance,,0,,,,,,6.685668,44.925177
2021-15061,2021-05-29,000001,Vente,283900,5042,,LES ALBERTS,B002,05100,05085,Montgenèvre,05,,,050850000F0603,,,1,177.22,,,,,,,,,1,2,Appartement,81,4,,,,,,6.685668,44.925177
2021-15061,2021-05-29,000001,Vente,283900,,,MAITRE ETIEU,B077,05100,05085,Montgenèvre,05,,,050850000F1401,,,,,,,,,,,,,0,,,,,P,prés,,,199,6.685889,44.925162
2021-15062,2021-05-21,000001,Vente,115000,17,,AV DES ACACIAS,0005,05200,05046,Embrun,05,,,05046000AO0007,,,20,41.07,,,,,,,,,1,2,Appartement,42,2,,,,,,6.47936,44.554229
2021-15062,2021-05-21,000001,Vente,115000,17,,AV DES ACACIAS,0005,05200,05046,Embrun,05,,,05046000AO0007,,,20,41.07,,,,,,,,,1,3,Dépendance,,0,,,,,,6.47936,44.554229
2021-15062,2021-05-21,000001,Vente,115000,17,,AV DES ACACIAS,0005,05200,05046,Embrun,05,,,05046000AO0007,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.47936,44.554229
2021-15063,2021-05-25,000001,Vente,40350,5293,,LA TARTARASSE,B114,05290,05110,Puy-Saint-Vincent,05,,,051100000F2362,,,26,22.09,,,,,,,,,1,2,Appartement,24,2,,,,,,6.481189,44.819245
2021-15064,2021-06-04,000001,Vente,103000,10,,RUE HTE DE CASTRES,0430,05100,05023,Briançon,05,,,05023000AP0029,,,4,32.85,,,,,,,,,1,3,Dépendance,,0,,,,,,6.644165,44.899698
2021-15064,2021-06-04,000001,Vente,103000,10,,RUE HTE DE CASTRES,0430,05100,05023,Briançon,05,,,05023000AP0029,,,4,32.85,,,,,,,,,1,2,Appartement,38,1,,,,,,6.644165,44.899698
2021-15065,2021-06-11,000001,Vente,43000,5412,,SUPER DEVOLUY,B230,05250,05139,Dévoluy,05,,,05139000AA0055,,,193,,232,29.69,,,,,,,2,4,Local industriel. commercial ou assimilé,30,0,,,,,,5.928135,44.677811
2021-15066,2021-05-25,000001,Vente,63000,,,LES OCHES DE BRUIS,B040,05150,05024,Valdoule,05,,,050240000B1081,,,,,,,,,,,,,0,,,,,T,terres,,,1594,5.51024,44.468908
2021-15066,2021-05-25,000001,Vente,63000,,,LES OCHES DE BRUIS,B040,05150,05024,Valdoule,05,,,050240000B1081,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,2500,5.51024,44.468908
2021-15067,2021-06-04,000001,Vente,239000,33,,AV NAPOLEON,0265,05110,05162,La Saulce,05,,,05162000AA0282,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,122,6.00838,44.425347
2021-15067,2021-06-04,000001,Vente,239000,,,LE VILLAGE,B028,05110,05162,La Saulce,05,,,05162000AA0555,,,,,,,,,,,,,0,,,,,L,landes,,,17,6.00816,44.425507
2021-15067,2021-06-04,000001,Vente,239000,,,LE VILLAGE,B028,05110,05162,La Saulce,05,,,05162000AA0558,,,,,,,,,,,,,0,,,,,L,landes,,,72,6.00825,44.425419
2021-15068,2021-05-24,000001,Vente,612,,,PRA REBOUL,B114,05310,05122,La Roche-de-Rame,05,,,051220000E0461,,,,,,,,,,,,,0,,,,,L,landes,,,612,6.593533,44.722346
2021-15069,2021-05-31,000001,Vente,283222,10,,RTE DE CHABANAS,0401,05000,05061,Gap,05,,,05061000DZ0926,,,,,,,,,,,,,0,1,Maison,81,3,S,sols,,,256,6.063054,44.565597
